"id","name","role","assetType","price","lowestPrice","productId","collectibleItemId","groupId","groupName","url","created"
"17509970537","Tip - 1","tshirt","2","100","100","4408610334520028","5bbca164-b54c-4e93-92b3-872bbf0bf85a","15843731","Beneventi's","https://www.roblox.com/catalog/17509970537","2024-05-16T12:24:00.283Z"
"18858759780","Tip - 6","tshirt","2","10000","10000","6606744901667772","a8e53d6b-875d-479e-9621-2ea900b9d143","15843731","Beneventi's","https://www.roblox.com/catalog/18858759780","2024-08-08T11:11:40.39Z"
"17509985751","Tip - 3","tshirt","2","300","300","7952333177129120","421dd309-8cae-423f-b3bc-3f92bec60952","15843731","Beneventi's","https://www.roblox.com/catalog/17509985751","2024-05-16T12:26:21.963Z"
"18858756396","Tip - 5","tshirt","2","5000","5000","680367730750437","c824a2c9-d8d8-4513-a15f-cb1e0989ba27","15843731","Beneventi's","https://www.roblox.com/catalog/18858756396","2024-08-08T11:11:18.623Z"
"17510353883","Tip - 4","tshirt","2","1000","1000","2599486004927859","799ad19a-5261-46ee-ac29-c7cd076e0242","15843731","Beneventi's","https://www.roblox.com/catalog/17510353883","2024-05-16T13:18:17.877Z"
"17509979840","Tip - 2","tshirt","2","500","500","7613056522958882","10b0ba78-07ca-4d95-84af-6921c0854bd2","15843731","Beneventi's","https://www.roblox.com/catalog/17509979840","2024-05-16T12:25:26.33Z"
"10564797116","[PARKSON] Custom Suits","tshirt","2","600","600","6130236173198169","244390f1-7c5b-442a-ae7f-2d99425ee1d5","15446013","Parkson & Co. Tailors","https://www.roblox.com/catalog/10564797116","2022-08-12T08:02:25.973Z"
"10341911382","[VIP] The Parkson Club","tshirt","2","2000","2000","8273616778179716","2915ec90-ddb6-4541-b2d1-b8002b48f869","15446013","Parkson & Co. Tailors","https://www.roblox.com/catalog/10341911382","2022-07-24T13:39:01.197Z"
"10332338968","[Parkson] Investment","tshirt","2","3000","3000","4476016394679582","073c423c-d694-40ee-bf2e-20f8c7daf375","15446013","Parkson & Co. Tailors","https://www.roblox.com/catalog/10332338968","2022-07-23T18:07:19.493Z"
"9777484642","SA | Drowning in Pearls","tshirt","2","5","5","7380434149985685","cd8cd349-de33-470f-b244-f5de04388dde","3211189","Style Abby","https://www.roblox.com/catalog/9777484642","2022-05-31T10:05:17.397Z"
"9208477990","SA | WW1 Evening Tailcoat Bowtie (Black)","tshirt","2","5","5","2278231720997799","26fa1995-cbc8-4b7c-af66-a4c8e374a645","3211189","Style Abby","https://www.roblox.com/catalog/9208477990","2022-03-27T05:37:07.04Z"
"9208479121","SA | WW1 Evening Tailcoat Bowtie (White)","tshirt","2","5","5","7996185707328335","5788d6a2-13df-4cb7-a15e-58eae68c796a","3211189","Style Abby","https://www.roblox.com/catalog/9208479121","2022-03-27T05:37:18.063Z"
"9777510577","SA | Short Double Strand Pearls","tshirt","2","5","5","3405160749126251","f246bb56-8db6-4584-b0af-2fb56b369002","3211189","Style Abby","https://www.roblox.com/catalog/9777510577","2022-05-31T10:10:14.667Z"
"4462014698","1900s Evening Pearls","tshirt","2","5","5","3835901495656410","38d7eb08-fa60-44d0-a82b-0eb8f4e99daf","3211189","Style Abby","https://www.roblox.com/catalog/4462014698","2019-11-26T21:55:00.047Z"
"9777487865","SA | Drowning in Pearls AND Diamonds","tshirt","2","5","5","272588169480018","d119eb79-e402-486f-9e8a-5f99f3d0e2a7","3211189","Style Abby","https://www.roblox.com/catalog/9777487865","2022-05-31T10:06:02.983Z"
"9776989252","SA | WW1 Gemstone and Crystal Necklace (Onyx)","tshirt","2","5","5","4647950364165287","d14f43be-b534-429b-90eb-5c7ad25575a8","3211189","Style Abby","https://www.roblox.com/catalog/9776989252","2022-05-31T08:25:24.063Z"
"9777072573","SA | WW1 Gold Lavalier Necklace (Emerald)","tshirt","2","5","5","5441663595224160","d50746cc-3f21-4255-ac8a-7b4cecefaa49","3211189","Style Abby","https://www.roblox.com/catalog/9777072573","2022-05-31T08:43:48.65Z"
"9777070148","SA | WW1 Gold Lavalier Necklace (Diamond)","tshirt","2","5","5","5489794173958752","cc306497-f49b-40f7-9f75-67196edd6b40","3211189","Style Abby","https://www.roblox.com/catalog/9777070148","2022-05-31T08:43:13.373Z"
"9208483252","SA | WW1 Evening Tailcoat Bowtie w/ Flower (Black)","tshirt","2","5","5","5968585098996861","d1de99de-6779-4eeb-bae1-0bd03927e5e9","3211189","Style Abby","https://www.roblox.com/catalog/9208483252","2022-03-27T05:37:59.023Z"
"115378628124335","SA │ 20's Necktie (Red/Blue Dots)","tshirt","2","5","5","1215290760823531","bd55cb43-b93b-4f0d-a106-e20891953124","3211189","Style Abby","https://www.roblox.com/catalog/115378628124335","2024-10-28T02:44:54.783Z"
"103504199936065","SA │ 20's Necktie (Red/Blue Stripes)","tshirt","2","5","5","1679914402120730","cf00fbbc-1a53-4e6f-9968-691521d71b21","3211189","Style Abby","https://www.roblox.com/catalog/103504199936065","2024-10-28T02:44:40.093Z"
"98258792605124","SA │ 20's Necktie (Crimson)","tshirt","2","5","5","7985222308020569","097b2671-6782-41df-a125-d6e274bbbf0d","3211189","Style Abby","https://www.roblox.com/catalog/98258792605124","2024-10-28T02:42:27.997Z"
"6517565930","1910s Gold Pearl Drop Necklace","tshirt","2","5","5","8720731248903639","bedbdf9c-fc57-4eb1-8341-b9a3ef47da9f","3211189","Style Abby","https://www.roblox.com/catalog/6517565930","2021-03-14T10:37:22.457Z"
"6521874358","1910s Pearl with Aquamarine Necklace","tshirt","2","5","5","8632982925809363","c33165e0-3436-46cc-808a-dcdc262d41b0","3211189","Style Abby","https://www.roblox.com/catalog/6521874358","2021-03-15T09:37:00.097Z"
"9783329613","SA | WW1 Pear Shape Brooch (Emerald)","tshirt","2","5","5","1441496250154677","d2c751cb-31ce-429a-87d3-19355e9da36f","3211189","Style Abby","https://www.roblox.com/catalog/9783329613","2022-05-31T22:42:03.217Z"
"6517547865","1910s Layered Pearls","tshirt","2","5","5","4842664276969855","91f0ca1d-5369-401a-8227-d958dae62ef4","3211189","Style Abby","https://www.roblox.com/catalog/6517547865","2021-03-14T10:31:19.787Z"
"9777615523","SA | WW1 Fleur de Lys Heart Brooch (Yellow Diam.)","tshirt","2","5","5","8179775799107938","52f7d901-65e4-47de-a2b1-a5cd4eab05bf","3211189","Style Abby","https://www.roblox.com/catalog/9777615523","2022-05-31T10:28:43.95Z"
"9781834429","SA | WW1 Blue Enamel Lavalier W/ Pearls Necklace","tshirt","2","5","5","1460931721655462","9c709c20-c9a5-46d4-837b-b274868de760","3211189","Style Abby","https://www.roblox.com/catalog/9781834429","2022-05-31T20:23:25.293Z"
"9777481852","SA | Double Strand Pearls","tshirt","2","5","5","1896389191895993","e0506dfc-3b0e-49e3-a8ad-1187405e80f6","3211189","Style Abby","https://www.roblox.com/catalog/9777481852","2022-05-31T10:04:39.513Z"
"9782008894","SA | WW1 Triangle Link Necklace (Pearl)","tshirt","2","5","5","2566878656978118","05ee0a46-2837-45a0-9f63-1ca55bfd4979","3211189","Style Abby","https://www.roblox.com/catalog/9782008894","2022-05-31T20:42:11.587Z"
"4511752052","1900s Long Evening Pearls","tshirt","2","5","5","6464677982283787","57725e0c-f4df-4125-ac5b-231388130ae3","3211189","Style Abby","https://www.roblox.com/catalog/4511752052","2019-12-14T07:43:15.837Z"
"6517566337","1910s Silver Pearl Drop Necklace","tshirt","2","5","5","2625622793844527","b3a7601f-4ed4-40b6-a572-b5b658c540aa","3211189","Style Abby","https://www.roblox.com/catalog/6517566337","2021-03-14T10:37:31.06Z"
"9777480627","SA | Choker Pearls","tshirt","2","5","5","7440424967175385","7a8bb25b-0769-4000-9098-15bae7e7f3ed","3211189","Style Abby","https://www.roblox.com/catalog/9777480627","2022-05-31T10:04:23.69Z"
"9777075037","SA | WW1 Gold Lavalier Necklace (Pearl)","tshirt","2","5","5","8143859282084334","f0ec8144-00cf-483b-983d-8dce134da578","3211189","Style Abby","https://www.roblox.com/catalog/9777075037","2022-05-31T08:44:20.393Z"
"88002785276233","SA │ 20's Necktie (Pink)","tshirt","2","5","5","3977007982574478","d8bf424d-ad1c-4d89-aff6-cf938369a915","3211189","Style Abby","https://www.roblox.com/catalog/88002785276233","2024-11-09T03:23:21.21Z"
"8268421496","SA │ WW1 Tie Addon (Blue)","tshirt","2","5","5","4127765572845779","dff25dff-d415-4b0b-8291-c24c06199db4","3211189","Style Abby","https://www.roblox.com/catalog/8268421496","2021-12-17T00:01:28.637Z"
"9777606135","SA | WW1 Fleur de Lys Heart Brooch (Emerald)","tshirt","2","5","5","3451181317914273","72d4cf08-36ae-4b3b-905d-ecf3b91d76d8","3211189","Style Abby","https://www.roblox.com/catalog/9777606135","2022-05-31T10:27:17.323Z"
"9777073344","SA | WW1 Gold Lavalier Necklace (Garnet)","tshirt","2","5","5","1123390020234185","de588b85-1c1b-4a1f-ad68-a3d8acfa6ac4","3211189","Style Abby","https://www.roblox.com/catalog/9777073344","2022-05-31T08:43:58.477Z"
"9782541595","SA | WW1 Diamond Wreath Pendant (Garnet)","tshirt","2","5","5","1120200867526915","52d3252e-2e8f-445a-84b7-b0ed39a6e319","3211189","Style Abby","https://www.roblox.com/catalog/9782541595","2022-05-31T21:32:38.197Z"
"6380718176","1910s Silver/Amethyst Neck Brooch","tshirt","2","5","5","6639121609470987","e032b4e2-1dd0-4c22-bec8-d559321350ee","3211189","Style Abby","https://www.roblox.com/catalog/6380718176","2021-02-12T00:27:10.863Z"
"9782013092","SA | WW1 Triangle Link Necklace (Sapphire)","tshirt","2","5","5","6908022358184729","064cdc38-44d4-4f1a-b1c2-1a17209728c6","3211189","Style Abby","https://www.roblox.com/catalog/9782013092","2022-05-31T20:42:37.72Z"
"1626545754","Draped Double Pearly Necklace","tshirt","2","5","5","5103903931544944","70c8e035-e321-4413-8be1-572b51647389","3211189","Style Abby","https://www.roblox.com/catalog/1626545754","2018-04-16T23:37:37.96Z"
"9782543669","SA | WW1 Diamond Wreath Pendant (Sapphire)","tshirt","2","5","5","936614519551082","1c5558eb-a951-41e5-9a02-7ad8c68f7ff8","3211189","Style Abby","https://www.roblox.com/catalog/9782543669","2022-05-31T21:32:49.947Z"
"9777155635","SA | WW1 ""Dripping in Diamonds"" Necklace","tshirt","2","15","15","4023122408922158","662e8919-1c1d-4683-83cc-33d934ecbe7d","3211189","Style Abby","https://www.roblox.com/catalog/9777155635","2022-05-31T09:00:39.39Z"
"9776935922","SA | WW1 Gemstone and Crystal Necklace (Garnet)","tshirt","2","5","5","2566049670275488","3c43772e-bf9a-4d39-89d3-eb3221c573b0","3211189","Style Abby","https://www.roblox.com/catalog/9776935922","2022-05-31T08:13:51.69Z"
"3125255754","True Pearl Double Necklace","tshirt","2","5","5","7065118960253666","04bc745c-95d2-452d-8685-e0ce5c4cf3d3","3211189","Style Abby","https://www.roblox.com/catalog/3125255754","2019-04-29T05:56:45.627Z"
"1474010802","1960s Triple Pearl Drop Necklace","tshirt","2","5","5","5246570536864102","1e1127e5-8433-4e7b-8364-c14621944f49","3211189","Style Abby","https://www.roblox.com/catalog/1474010802","2018-03-03T05:37:55.617Z"
"9783354343","SA | WW1 Pear Shape Brooch (Sapphire)","tshirt","2","5","5","328480702317689","4ca265eb-4fc7-4f40-bca2-cd44705344ed","3211189","Style Abby","https://www.roblox.com/catalog/9783354343","2022-05-31T22:44:17.49Z"
"8268423655","SA │ WW1 Tie Addon (White)","tshirt","2","5","5","7175509167698088","a6f86e62-534b-4e7e-a86f-b8dd83e96770","3211189","Style Abby","https://www.roblox.com/catalog/8268423655","2021-12-17T00:01:56.11Z"
"6380718194","1910s Gold/Emerald Neck Brooch","tshirt","2","5","5","1692900099087945","e10a7867-5c66-4b10-b724-32bc930f41de","3211189","Style Abby","https://www.roblox.com/catalog/6380718194","2021-02-12T00:27:11.073Z"
"9782537096","SA  WW1 Diamond Wreath Pendant (Amber)","tshirt","2","5","5","8753287891758128","d833f934-0069-45f3-8f5c-e24fcd79aba8","3211189","Style Abby","https://www.roblox.com/catalog/9782537096","2022-05-31T21:32:10.963Z"
"6380718179","1910s Silver/Emerald Neck Brooch","tshirt","2","5","5","7688094829104053","011ef919-7d0d-4aac-9ec1-2f563864b60a","3211189","Style Abby","https://www.roblox.com/catalog/6380718179","2021-02-12T00:27:10.893Z"
"6527523157","1910s Gold Necklace","tshirt","2","5","5","6757994022340139","f76f7a9c-4872-494c-abf5-4c86cc26bc75","3211189","Style Abby","https://www.roblox.com/catalog/6527523157","2021-03-16T18:27:24.927Z"
"6521874356","1910s Pearl with Ruby Necklace","tshirt","2","5","5","4499001583854287","b7b9db69-aea1-41a3-bc2d-5500818d5273","3211189","Style Abby","https://www.roblox.com/catalog/6521874356","2021-03-15T09:37:00.063Z"
"9782368916","SA | WW1 Diamond Heart in Platinum Necklace (Lime)","tshirt","2","10","10","4550146701318802","e9ecc080-4f59-4ae9-b9d0-613645b0dfa3","3211189","Style Abby","https://www.roblox.com/catalog/9782368916","2022-05-31T21:16:32.583Z"
"1215868826","1960s Diamond Encrusted Snowflake Brooch","tshirt","2","15","15","2991012157672923","17f31e05-68c6-4a27-88af-288b214b8415","3211189","Style Abby","https://www.roblox.com/catalog/1215868826","2017-12-02T05:49:06.407Z"
"6527412694","1910s Onyx and Silver Necklace","tshirt","2","5","5","950431410538598","f946724c-d7df-4a93-a35f-ef8b48ea6a01","3211189","Style Abby","https://www.roblox.com/catalog/6527412694","2021-03-16T17:59:10.827Z"
"6380718186","1910s Silver/Sapphire Neck Brooch","tshirt","2","5","5","3812980184861920","11bbca60-79b4-4e41-a9ac-15c14ce91ee6","3211189","Style Abby","https://www.roblox.com/catalog/6380718186","2021-02-12T00:27:10.987Z"
"9776988012","SA | WW1 Gemstone and Crystal Necklace (Sapphire)","tshirt","2","5","5","7749879759393705","13a482f8-4d17-4a7f-8122-7cd66024404e","3211189","Style Abby","https://www.roblox.com/catalog/9776988012","2022-05-31T08:25:08.547Z"
"78258343125681","SA │ 20's Necktie (Paisley)","tshirt","2","5","5","8087035686138521","2ee160dd-4e17-4974-b9dd-9accc5fce24f","3211189","Style Abby","https://www.roblox.com/catalog/78258343125681","2024-10-28T02:42:11.523Z"
"4629444576","1900s Heart Locket","tshirt","2","7","7","6778196062409536","8183e6ed-50a5-44f6-b3b4-edbe0d700175","3211189","Style Abby","https://www.roblox.com/catalog/4629444576","2020-01-25T07:24:29.227Z"
"105196303836852","SA │ 20's Necktie (Yellow)","tshirt","2","5","5","1066232948907451","73bd41ca-e471-4090-835e-e80b9f34be4b","3211189","Style Abby","https://www.roblox.com/catalog/105196303836852","2024-11-09T03:23:33.44Z"
"6380718193","1910s Gold/Ruby Neck Brooch","tshirt","2","5","5","2827735116265261","ef935a57-7582-4233-8f02-d2fd8c4e6373","3211189","Style Abby","https://www.roblox.com/catalog/6380718193","2021-02-12T00:27:11.06Z"
"9777076013","SA | WW1 Gold Lavalier Necklace (Sapphire)","tshirt","2","5","5","7304684585967860","2afa4d52-f987-4809-8caf-bfc4e3a598a0","3211189","Style Abby","https://www.roblox.com/catalog/9777076013","2022-05-31T08:44:34.143Z"
"9776986359","SA | WW1 Gemstone and Crystal Necklace (Diamond)","tshirt","2","5","5","453971329928955","bfce5409-1a77-4033-91da-7a13f96900b9","3211189","Style Abby","https://www.roblox.com/catalog/9776986359","2022-05-31T08:24:45.367Z"
"9782004826","SA | WW1 Triangle Link Necklace (Emerald)","tshirt","2","5","5","1902252266408795","4474e456-a25e-4095-bcaf-4c4520fb72f1","3211189","Style Abby","https://www.roblox.com/catalog/9782004826","2022-05-31T20:41:46.337Z"
"9782092996","SA | WW1 5 Carat Diamond in Platinum Necklace","tshirt","2","10","10","5310270504855044","fba86ba4-da1d-4b2c-9997-41f66d11dc7c","3211189","Style Abby","https://www.roblox.com/catalog/9782092996","2022-05-31T20:50:21.977Z"
"8268418850","SA │ WW1 Bowtie Addon (White)","tshirt","2","5","5","5399725200106014","988aab9e-c64b-4a77-9d62-b83027a66920","3211189","Style Abby","https://www.roblox.com/catalog/8268418850","2021-12-17T00:00:59.913Z"
"9782539544","SA  WW1 Diamond Wreath Pendant (Amethyst)","tshirt","2","5","5","1084576540654947","25a99651-5d11-425c-9f04-758bdcf0a741","3211189","Style Abby","https://www.roblox.com/catalog/9782539544","2022-05-31T21:32:25.827Z"
"879296703","1960's Silver Choker","tshirt","2","6","6","5055133992243053","5c2aeea8-d2d6-46f3-b900-3adc62a898b9","3211189","Style Abby","https://www.roblox.com/catalog/879296703","2017-06-23T07:22:48.977Z"
"9782010489","SA | WW1 Triangle Link Necklace (Ruby)","tshirt","2","5","5","5459046078525422","75a13ade-c70b-4d3c-aaab-cdfae13e7bc1","3211189","Style Abby","https://www.roblox.com/catalog/9782010489","2022-05-31T20:42:22.397Z"
"9777607767","SA | WW1 Fleur de Lys Heart Brooch (Ruby)","tshirt","2","5","5","4926381455567849","053e13b7-8f1b-4fdd-a690-96ab3a345361","3211189","Style Abby","https://www.roblox.com/catalog/9777607767","2022-05-31T10:27:30.653Z"
"6380718189","1910s Silver/Diamond Neck Brooch","tshirt","2","5","5","28814240227012","0b61ca73-7d23-42bd-baad-f67a8d0e95a9","3211189","Style Abby","https://www.roblox.com/catalog/6380718189","2021-02-12T00:27:11.013Z"
"6380718222","1910s Gold/Diamond Neck Brooch","tshirt","2","5","5","5512508764671259","6c61e005-13f5-4430-b4c0-516e3f75206e","3211189","Style Abby","https://www.roblox.com/catalog/6380718222","2021-02-12T00:27:11.447Z"
"12517916402","[Formalitat®] ""Cravatta""","tshirt","2","5","5","2529557858096423","ed9456b9-9e63-4a5b-ad8b-8540c14bb9a8","14086029","Formalitat | Formal Attire & UGC","https://www.roblox.com/catalog/12517916402","2023-02-17T18:54:51.83Z"
"12518017528","[Formalitat®] ""Cravatta""","tshirt","2","5","5","265663916253981","5f4733dd-aafa-4e7c-b41d-285a972b5bef","14086029","Formalitat | Formal Attire & UGC","https://www.roblox.com/catalog/12518017528","2023-02-17T19:05:00.303Z"
"12518064811","[Formalitat®] ""Papillon""","tshirt","2","5","5","1610494492369349","4ef8e641-390f-4529-b199-a38cbdd9701c","14086029","Formalitat | Formal Attire & UGC","https://www.roblox.com/catalog/12518064811","2023-02-17T19:09:58.587Z"
"130804006","Jake the Dog - Pocket Pal (Kestrel)","tshirt","2","1","1","6080040412067624","607bacf0-067f-4287-ade1-1c22dc8e6b59","851558","Kestrel","https://www.roblox.com/catalog/130804006","2013-09-26T14:54:31.33Z"
"141525557","Kestrel - Big Bow tie","tshirt","2","1","1","4689706657820206","1fc3214b-aab5-4c14-b6ab-4df6d4f8e2e2","851558","Kestrel","https://www.roblox.com/catalog/141525557","2014-01-08T02:43:27.307Z"
"133859158","Designer Custom Shirt Return Profit Payment","tshirt","2","1","1","8921694783166093","a5c0f4dd-ccab-4384-ae2b-3c97e1b263b9","851558","Kestrel","https://www.roblox.com/catalog/133859158","2013-10-28T18:25:07.713Z"
"138525641","Kestrel - Winter Panda Bear","tshirt","2","1","1","5725595129815056","6bb44676-ea54-4478-a791-abf16326967b","851558","Kestrel","https://www.roblox.com/catalog/138525641","2013-12-14T19:51:53.07Z"
"243376065","Advertisement Funds Donation","tshirt","2","1","1","4858972599473129","788da791-05f3-4581-b85d-6e1022388a71","851558","Kestrel","https://www.roblox.com/catalog/243376065","2015-04-29T07:26:43.433Z"
"642950983","American Flag Pin","tshirt","2","5","5","2117731186429789","d7b86f1e-f3a8-4005-8e83-3b8266b0d82e","515698","Blox Channel","https://www.roblox.com/catalog/642950983","2017-02-05T21:49:33.413Z"
"476696687","Blox Channel - Support/Employee Pin","tshirt","2","15","15","6083108083056040","d89b3d76-f717-4937-ad62-185ba0ef5af9","515698","Blox Channel","https://www.roblox.com/catalog/476696687","2016-08-10T11:32:57.86Z"
"117874910258210","[Obleceni®] Golden Tie Clip","tshirt","2","5","5","3455867207388478","d1e72487-2240-499d-a47c-bec61bd195dd","3100013","Obleceni","https://www.roblox.com/catalog/117874910258210","2024-12-15T22:56:23.893Z"
"107888200107469","[Obleceni®] Golden Necklace","tshirt","2","5","5","3925729390261900","f20c2ed8-7c02-4c74-98b0-cc993a80fec3","3100013","Obleceni","https://www.roblox.com/catalog/107888200107469","2024-11-18T06:25:39.707Z"
"16719183036","[Obleceni®] Leon 2024 American Suit Lapel Pin","tshirt","2","5","5","5043409206340661","cc9fad8e-ed8f-4672-8b65-50395c938b22","3100013","Obleceni","https://www.roblox.com/catalog/16719183036","2024-03-12T03:09:05.493Z"
"18746743134","[Obleceni®] Leon 2024 American Open Suit Lapel Pin","tshirt","2","5","5","4233484339471882","5dfc4300-8bc5-4e2f-a81a-9aa36237c926","3100013","Obleceni","https://www.roblox.com/catalog/18746743134","2024-08-01T04:19:09.583Z"
"82065512126083","[Obleceni®] Silver Collar Bar","tshirt","2","5","5","6150703547367530","44f611b6-8412-4bd3-878c-ca4ff2f61280","3100013","Obleceni","https://www.roblox.com/catalog/82065512126083","2024-12-15T22:56:57.543Z"
"3488912612","Custom Clothing","tshirt","2","571","571","1763593818334961","c9062bd3-58ab-4ee7-9c1d-e6c9c742c84e","5049429","Henri Bendel","https://www.roblox.com/catalog/3488912612","2019-07-17T23:28:49.457Z"
"470345504","[CB®] Silver Chains","tshirt","2","5","5","8625308486884112","762f8774-475d-4528-bd7a-7ad00f670c42","2617916","Casablanca","https://www.roblox.com/catalog/470345504","2016-08-01T23:40:41.637Z"
"470343699","[CB®] Silver Cross","tshirt","2","5","5","3048094699857484","98fa04dd-bd96-4d8b-a758-374d9a372f82","2617916","Casablanca","https://www.roblox.com/catalog/470343699","2016-08-01T23:37:55.453Z"
"470344434","[CB®] Golden Chains","tshirt","2","5","5","6422777504243361","4c8079e9-0408-4dbd-bdf8-ca882d365779","2617916","Casablanca","https://www.roblox.com/catalog/470344434","2016-08-01T23:38:57.94Z"
"470342763","[CB®] Golden Cross","tshirt","2","5","5","4875447248201321","5c88d5e0-877e-46d0-ad68-90caf801b985","2617916","Casablanca","https://www.roblox.com/catalog/470342763","2016-08-01T23:36:42.413Z"
